"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LRRIQ1",0.000245458402386272,1.92900132109974,0.045,0.008,1,"2","LRRIQ1"
"TBL1XR1",0.000246064606324533,0.444461469613935,0.226,0.116,1,"2","TBL1XR1"
"RPL221",0.000246332489012694,0.171542147596726,0.994,0.912,1,"2","RPL22"
"PRPF6",0.000248311519237018,0.307074749207774,0.284,0.16,1,"2","PRPF6"
"FAM174B",0.000248774613549929,1.67817101709738,0.052,0.01,1,"2","FAM174B"
"COL6A1",0.000250445985156943,2.23845662837107,0.11,0.04,1,"2","COL6A1"
"PDS5B",0.000250756172407959,0.682419262889636,0.135,0.055,1,"2","PDS5B"
"CEP70",0.000251094461262547,0.697813422979659,0.123,0.047,1,"2","CEP70"
"RP11-486L19.2",0.000253210020329012,1.58907173473177,0.045,0.008,1,"2","RP11-486L19.2"
"SEPT9",0.000253582450198365,0.176867693845636,0.413,0.25,1,"2","SEPT9"
"LGR6",0.000254421139461494,2.06405561926793,0.052,0.01,1,"2","LGR6"
"LRRCC1",0.000255434767437446,1.10185454933733,0.097,0.032,1,"2","LRRCC1"
"ILF21",0.000257179037188396,0.297126568212032,0.49,0.313,1,"2","ILF2"
"WWC2",0.000257970574686787,1.18097684185415,0.045,0.008,1,"2","WWC2"
"STX2",0.000258734667328367,1.13938411915994,0.052,0.01,1,"2","STX2"
"SLC25A14",0.000259445917763532,2.03364504597225,0.071,0.019,1,"2","SLC25A14"
"TSPAN3",0.000262815015396024,0.32894974880418,0.394,0.247,1,"2","TSPAN3"
"PKD2",0.00026459276815926,1.4729840430073,0.052,0.01,1,"2","PKD2"
"EBAG9",0.000266284317169444,0.136814755961482,0.342,0.202,1,"2","EBAG9"
"SOX91",0.00026815796926054,0.847319699121896,0.123,0.047,1,"2","SOX9"
"EPS15L1",0.000268766131196742,2.12247711670575,0.071,0.019,1,"2","EPS15L1"
"RP11-44F21.51",0.000268862659264409,0.560158520491881,0.258,0.142,1,"2","RP11-44F21.5"
"MED15",0.000269388131582795,0.787578262168048,0.123,0.047,1,"2","MED15"
"QSER1",0.000269889450956061,0.882081594210147,0.142,0.058,1,"2","QSER1"
"NCKAP5",0.000271144738814736,2.07230666274499,0.071,0.019,1,"2","NCKAP5"
"NUDCD21",0.000275076818494883,0.226951782955244,0.368,0.227,1,"2","NUDCD2"
"ELP5",0.000276724242810486,0.132304254193433,0.335,0.194,1,"2","ELP5"
"SCAF11",0.000276794730214672,0.134993164789658,0.4,0.243,1,"2","SCAF11"
"FMO2",0.00027753171034928,1.76694214732496,0.09,0.029,1,"2","FMO2"
"FAM210A",0.000278641674233906,0.709353072209844,0.103,0.035,1,"2","FAM210A"
"PHF1",0.000279999712962651,0.986307589026086,0.148,0.064,1,"2","PHF1"
"NR2C1",0.000280229289470672,1.43696665987251,0.097,0.033,1,"2","NR2C1"
"KAT6A",0.000281073918271646,0.41153627031387,0.155,0.066,1,"2","KAT6A"
"ARL2BP",0.00028109094497745,0.58131708581234,0.265,0.146,1,"2","ARL2BP"
"PDPK1",0.000282068607994493,0.947221192154163,0.168,0.077,1,"2","PDPK1"
"CCDC1221",0.000283125154914593,0.613281171710509,0.174,0.079,1,"2","CCDC122"
"C14orf1661",0.000283484568486639,0.104026253366431,0.71,0.499,1,"2","C14orf166"
"MRPS22",0.0002866547935726,0.209859491081835,0.316,0.182,1,"2","MRPS22"
"LTC4S1",0.000286893280523418,1.16952539010549,0.155,0.068,1,"2","LTC4S"
"PYURF1",0.000287522716248148,0.104619994186199,0.594,0.388,1,"2","PYURF"
"C6orf89",0.000289836784631004,0.332403816366986,0.181,0.086,1,"2","C6orf89"
"RING12",0.000290712074037975,0.756260760697455,0.2,0.097,1,"2","RING1"
"ATN1",0.000292135110683146,1.30401437676286,0.155,0.069,1,"2","ATN1"
"SNAPIN1",0.000295293588681475,0.69624489074944,0.265,0.149,1,"2","SNAPIN"
"SCAMP1-AS1",0.00029721688918596,1.01615754079369,0.142,0.059,1,"2","SCAMP1-AS1"
"MORN21",0.000299557419972013,0.203176788718904,0.284,0.156,1,"2","MORN2"
"YTHDF3",0.000303338321579653,0.715910249963805,0.135,0.055,1,"2","YTHDF3"
"DPM31",0.000303464823359546,0.33624590060696,0.484,0.314,1,"2","DPM3"
"FBXO7",0.000304229064101114,0.149426129635241,0.297,0.166,1,"2","FBXO7"
"OAZ2",0.000304472043936653,0.357516197732354,0.232,0.12,1,"2","OAZ2"
"CAMTA11",0.000304517121034765,0.155651554445629,0.645,0.438,1,"2","CAMTA1"
"FAM189A2",0.000305995024360038,1.8160571806903,0.097,0.033,1,"2","FAM189A2"
"MAD2L21",0.00031015920564173,1.02127688833597,0.155,0.068,1,"2","MAD2L2"
"RPS22",0.000310954581084871,0.153143240484781,0.994,0.962,1,"2","RPS2"
"ZNF480",0.000312584858398766,0.449732741253925,0.187,0.088,1,"2","ZNF480"
"OSER1",0.000315208262503658,0.502288685339948,0.245,0.132,1,"2","OSER1"
"ALDH21",0.000315822150601853,0.139830710868165,0.555,0.38,1,"2","ALDH2"
"RAI2",0.000318845743735117,2.64039721157723,0.065,0.016,1,"2","RAI2"
"ACVR2A",0.000322974604955522,1.26734609262953,0.103,0.037,1,"2","ACVR2A"
"NVL",0.000323065437426734,0.886428646551885,0.071,0.019,1,"2","NVL"
"FAM134B",0.000323930141947663,0.721985912139392,0.168,0.077,1,"2","FAM134B"
"IRX31",0.000324624563919446,0.434910930146857,0.355,0.223,1,"2","IRX3"
"THOC2",0.000324977765913776,0.45416625345495,0.219,0.111,1,"2","THOC2"
"HAUS3",0.000326446637604367,1.52749555211729,0.09,0.029,1,"2","HAUS3"
"C12orf65",0.000327469595879585,0.254124932280958,0.29,0.164,1,"2","C12orf65"
"ITSN1",0.000327629921262276,1.66781571574396,0.11,0.04,1,"2","ITSN1"
"GUSB1",0.000329738870292299,0.427197032390303,0.226,0.116,1,"2","GUSB"
"ZFP90",0.000330053814763638,0.852492484022005,0.129,0.052,1,"2","ZFP90"
"SERPINE2",0.000331021756746424,0.532682741415662,0.084,0.025,1,"2","SERPINE2"
"KLC1",0.000331361145774226,0.421850364116183,0.168,0.074,1,"2","KLC1"
"REV1",0.000331387066568254,0.781311960306786,0.187,0.091,1,"2","REV1"
"MPRIP",0.000333199139482947,0.507086856150262,0.123,0.048,1,"2","MPRIP"
"MRPS281",0.000334348331951613,0.828444678537035,0.2,0.102,1,"2","MRPS28"
"HYAL2",0.000337297470614522,0.543453994764428,0.271,0.146,1,"2","HYAL2"
"AKAP17A",0.000337545369276293,0.636192336873666,0.11,0.039,1,"2","AKAP17A"
"HERC2",0.000337698332643274,0.389677793411267,0.129,0.05,1,"2","HERC2"
"SLC2A4RG1",0.000339258086365782,0.150947957341652,0.484,0.309,1,"2","SLC2A4RG"
"PTPRK1",0.000343541612761958,0.968871574696713,0.148,0.064,1,"2","PTPRK"
"BAG5",0.00034365861597246,0.336224028116119,0.265,0.144,1,"2","BAG5"
"CNPY21",0.000348228227786594,0.138061627977259,0.523,0.351,1,"2","CNPY2"
"CEBPZOS1",0.000351993580414147,0.323386474378345,0.29,0.165,1,"2","CEBPZOS"
"SRSF4",0.000352594871477519,0.36392981437061,0.303,0.183,1,"2","SRSF4"
"WNT5A",0.000354288681038358,1.28396737803081,0.116,0.044,1,"2","WNT5A"
"BCL10",0.000357972210470429,0.213020255236439,0.226,0.113,1,"2","BCL10"
"TUFM1",0.000358618046674416,0.290514278752485,0.639,0.448,1,"2","TUFM"
"CCDC137",0.000359415420506121,0.479772082745997,0.2,0.098,1,"2","CCDC137"
"DDA1",0.000361684563971077,0.222804662701895,0.174,0.079,1,"2","DDA1"
"RRAGC",0.000362553148415335,0.626514549236082,0.135,0.055,1,"2","RRAGC"
"CAMSAP2",0.00036407703239869,1.69021729532898,0.077,0.023,1,"2","CAMSAP2"
"CCDC51",0.000364510240450914,1.13371070299156,0.174,0.082,1,"2","CCDC51"
"PLEKHF2",0.000364757633744328,0.488289772115116,0.245,0.132,1,"2","PLEKHF2"
"NOB11",0.000366057301181834,0.436160048905119,0.329,0.207,1,"2","NOB1"
"UFSP21",0.000367021216818518,0.688753574573503,0.219,0.115,1,"2","UFSP2"
"TCF12",0.000367527065872698,0.261126815052558,0.116,0.043,1,"2","TCF12"
"PUM2",0.000368033018672752,0.574276431185863,0.219,0.111,1,"2","PUM2"
"ELF1",0.000368432398474397,0.146704646056838,0.361,0.216,1,"2","ELF1"
"AGPAT5",0.000369405097766452,0.573743231480458,0.097,0.033,1,"2","AGPAT5"
"MBD4",0.00036952662005097,0.248758840445787,0.232,0.12,1,"2","MBD4"
"TMEM1281",0.000369978223284382,0.631518878489487,0.239,0.129,1,"2","TMEM128"
"PRPS2",0.000372234066762977,0.551871545255266,0.213,0.11,1,"2","PRPS2"
"ISOC21",0.000372393802746357,0.100564124242188,0.471,0.301,1,"2","ISOC2"
"ZCCHC11",0.000374573541545407,0.582949779566414,0.232,0.121,1,"2","ZCCHC11"
"MYO9A",0.00037788504286114,1.05979653118942,0.116,0.044,1,"2","MYO9A"
"TGFB3",0.000378292081114762,3.19906160971692,0.032,0.004,1,"2","TGFB3"
"PTPRM",0.000378292081114762,3.83428117518209,0.032,0.004,1,"2","PTPRM"
"CCDC174",0.000380201121041274,0.859080453239801,0.174,0.083,1,"2","CCDC174"
"C1orf1091",0.000384675189796572,2.01618377084347,0.084,0.026,1,"2","C1orf109"
"SYBU",0.000386132718215308,1.84871715167635,0.084,0.026,1,"2","SYBU"
"USP10",0.00038653794945521,0.840367771079607,0.174,0.083,1,"2","USP10"
"TTLL7",0.000387124246726191,3.39684591279047,0.032,0.004,1,"2","TTLL7"
"CDC42BPA",0.000387595406413788,2.01804545870824,0.084,0.026,1,"2","CDC42BPA"
"FKBP5",0.000389739315701116,0.268881665637512,0.252,0.134,1,"2","FKBP5"
"WNT3",0.00039011087156795,3.4075861260532,0.032,0.004,1,"2","WNT3"
"DDX19B",0.000390996941017604,0.656380294917859,0.155,0.068,1,"2","DDX19B"
"RRBP1",0.000391387538536363,0.540691496782631,0.277,0.163,1,"2","RRBP1"
"PDCD21",0.000391506041707959,0.144140380006057,0.381,0.231,1,"2","PDCD2"
"SAT21",0.000392121762830813,0.150026395097433,0.452,0.282,1,"2","SAT2"
"SPATA6",0.000393732147375794,1.10739498299917,0.116,0.045,1,"2","SPATA6"
"RP11-110G21.1",0.000395085667726301,2.57681160279555,0.058,0.014,1,"2","RP11-110G21.1"
"SDR42E2",0.000396148825296367,2.98269334623751,0.032,0.004,1,"2","SDR42E2"
"DNAJC41",0.000396661063996537,0.31389656839753,0.445,0.289,1,"2","DNAJC4"
"SNAPC2",0.000397090442076081,0.434629066101466,0.161,0.072,1,"2","SNAPC2"
"MAN2A1",0.000397229914165237,0.71195328290437,0.097,0.033,1,"2","MAN2A1"
"THUMPD3",0.000398300576389517,0.243234103818241,0.206,0.106,1,"2","THUMPD3"
"MARCH7",0.000398837640228744,0.51939754734854,0.258,0.145,1,"2","MARCH7"
"C11orf95",0.000399200440335796,3.58209880116282,0.032,0.004,1,"2","C11orf95"
"CPXM2",0.00040227400634675,2.95311873495851,0.032,0.004,1,"2","CPXM2"
"C19orf53",0.000403728698064611,0.117673725004189,0.787,0.547,1,"2","C19orf53"
"PCYT1A",0.000404086356430513,0.259479927427515,0.129,0.05,1,"2","PCYT1A"
"FMNL2",0.000404176373627299,1.93812149481318,0.077,0.023,1,"2","FMNL2"
"SLC35F2",0.000404840634897533,1.16148522724118,0.065,0.016,1,"2","SLC35F2"
"GAS2",0.000405369668541443,2.46291910335997,0.032,0.004,1,"2","GAS2"
"RNASE1",0.000405369668541443,2.5892688830785,0.032,0.004,1,"2","RNASE1"
"JMJD6",0.000405532439604266,0.424490782551214,0.097,0.033,1,"2","JMJD6"
"SLC25A61",0.000406604703789781,0.229592177944242,0.948,0.715,1,"2","SLC25A6"
"PGM11",0.000406620694181933,0.473727793076905,0.226,0.116,1,"2","PGM1"
"PDK4",0.000407504212263251,3.57674444280556,0.071,0.02,1,"2","PDK4"
"VGLL3",0.000408487572994278,1.20684182641724,0.032,0.004,1,"2","VGLL3"
"C10orf107",0.000408487572994278,2.80530366925533,0.032,0.004,1,"2","C10orf107"
"PXDN",0.000411627866646251,2.75772324561977,0.032,0.004,1,"2","PXDN"
"JAGN1",0.000414202180988461,0.185864354294341,0.316,0.182,1,"2","JAGN1"
"SERGEF",0.000416638622772685,0.330390680082723,0.219,0.116,1,"2","SERGEF"
"TAF3",0.00041865057334426,0.708000466018261,0.11,0.04,1,"2","TAF3"
"HEXDC",0.000420489176376387,0.45086788634905,0.161,0.072,1,"2","HEXDC"
"TMEM2371",0.000421869304617618,0.522004621742651,0.226,0.117,1,"2","TMEM237"
"RRP15",0.000423879562359067,0.723860466720465,0.2,0.102,1,"2","RRP15"
"C5orf45",0.000425310839928099,1.03280828528283,0.11,0.04,1,"2","C5orf45"
"DTWD11",0.000431433074105852,0.497562859243262,0.232,0.124,1,"2","DTWD1"
"NRDE2",0.000432905608581653,0.355645863007936,0.097,0.033,1,"2","NRDE2"
"ESCO1",0.000433943534218945,0.481401154718729,0.168,0.078,1,"2","ESCO1"
"BAZ1B",0.000434004834226928,0.463863995575825,0.213,0.11,1,"2","BAZ1B"
"CCDC82",0.000434281833324859,0.248692420813879,0.168,0.076,1,"2","CCDC82"
"GFOD2",0.000435527011003223,1.13218099769908,0.097,0.034,1,"2","GFOD2"
"RNF146",0.00043787577851363,0.73081572080536,0.142,0.062,1,"2","RNF146"
"LINC00467",0.000438843178070869,1.00553395582357,0.142,0.061,1,"2","LINC00467"
"EIF4EBP2",0.000441165656521448,0.179044889185787,0.219,0.11,1,"2","EIF4EBP2"
"VPS37A",0.000442132580402503,0.406937772535494,0.129,0.053,1,"2","VPS37A"
"CYYR1",0.000443221213680161,2.39057531078542,0.071,0.02,1,"2","CYYR1"
"JADE2",0.000448253053493394,1.40443675614383,0.116,0.045,1,"2","JADE2"
"PER1",0.000450194412557178,0.399069865045346,0.258,0.148,1,"2","PER1"
"TMEM251",0.000452074184279904,1.25388519460704,0.135,0.057,1,"2","TMEM25"
"BTBD61",0.000452178223852719,0.349195922718364,0.271,0.151,1,"2","BTBD6"
"OS91",0.00045374540941898,0.448323572642159,0.323,0.195,1,"2","OS9"
"WTAP",0.000454973443330548,0.155727465421571,0.361,0.218,1,"2","WTAP"
"CD40",0.000455763815977384,0.380845753152662,0.226,0.117,1,"2","CD40"
"SNRPB2",0.000456803121436426,0.101822778211353,0.484,0.311,1,"2","SNRPB2"
"RAD50",0.00046120478825132,0.265712732367436,0.232,0.124,1,"2","RAD50"
"ZNF506",0.000461568109251658,0.716797179171135,0.11,0.04,1,"2","ZNF506"
"PIGP1",0.00046171789963906,0.308200735119464,0.316,0.187,1,"2","PIGP"
"TRAPPC8",0.000461904423549613,0.979039592527223,0.116,0.045,1,"2","TRAPPC8"
"ZNF688",0.000463808079249977,0.152411657917205,0.174,0.082,1,"2","ZNF688"
"ARID4B",0.000464662910789537,0.155927697359701,0.265,0.146,1,"2","ARID4B"
"CTBS",0.000466142211134163,0.31181228178013,0.187,0.09,1,"2","CTBS"
"FBXW11",0.000466470621709166,0.190113723186788,0.168,0.077,1,"2","FBXW11"
"COPRS",0.00046663575667711,0.660535444757243,0.239,0.132,1,"2","COPRS"
"KCTD15",0.000467981983445956,0.901731501199994,0.071,0.02,1,"2","KCTD15"
"RBMS2",0.000469161569594286,1.39535731354553,0.097,0.034,1,"2","RBMS2"
"BCL7A",0.000473534667175642,0.500382713324088,0.135,0.057,1,"2","BCL7A"
"IFT571",0.000473567884286422,0.447637957482104,0.29,0.172,1,"2","IFT57"
"NCOA7",0.000475271001409681,0.697584715875508,0.168,0.078,1,"2","NCOA7"
"FTH11",0.000478316091741652,0.150084074928797,1,0.844,1,"2","FTH1"
"CAPRIN1",0.000480839375900796,0.383936284501571,0.271,0.151,1,"2","CAPRIN1"
"SLC20A2",0.000481011283951865,0.581746604272528,0.129,0.053,1,"2","SLC20A2"
"FOXP4",0.000481859666974787,1.03591582603672,0.084,0.026,1,"2","FOXP4"
"DPM1",0.000482533622151648,0.239596630657197,0.297,0.173,1,"2","DPM1"
"HDAC7",0.00048415260470631,0.718229792730359,0.123,0.049,1,"2","HDAC7"
"KIAA1143",0.000485383351954821,0.336295155578834,0.226,0.12,1,"2","KIAA1143"
"ZCWPW1",0.00048546316019553,1.35280061980932,0.084,0.026,1,"2","ZCWPW1"
"THRA",0.000485679169904187,1.8378678381242,0.103,0.038,1,"2","THRA"
"COMMD2",0.000486808406582732,0.531982727978638,0.265,0.15,1,"2","COMMD2"
"CALCOCO2",0.000487649767548588,0.437958909321065,0.245,0.136,1,"2","CALCOCO2"
"TIMM44",0.000488288833840106,0.287080107589596,0.168,0.076,1,"2","TIMM44"
"ZNF641",0.000488560351454708,2.48975178356154,0.052,0.011,1,"2","ZNF641"
"ITGA21",0.000490625185235196,0.10765290597528,0.394,0.246,1,"2","ITGA2"
"SLC18B11",0.000492261668814283,0.627484862164452,0.11,0.042,1,"2","SLC18B1"
"EXPH5",0.000494665331758241,0.104734380269051,0.219,0.115,1,"2","EXPH5"
"PLPP3",0.000496806962293265,2.65726555981972,0.155,0.073,1,"2","PLPP3"
"ADIPOR2",0.000496894488208605,0.799213532527232,0.123,0.049,1,"2","ADIPOR2"
"ZNF654",0.000503438059436898,0.561383212837292,0.058,0.014,1,"2","ZNF654"
"A1BG",0.000503516406765996,0.404024625384858,0.129,0.052,1,"2","A1BG"
"MIPOL1",0.000504401527469139,1.18062587662407,0.071,0.02,1,"2","MIPOL1"
"MRPL101",0.000506242570752664,0.524295040535497,0.226,0.12,1,"2","MRPL10"
"ERLIN2",0.000511768413037424,0.520995418348097,0.142,0.061,1,"2","ERLIN2"
"AXL",0.000513013284824603,1.82310210153526,0.077,0.024,1,"2","AXL"
"CYP20A1",0.000515767743927888,0.165671062823292,0.239,0.127,1,"2","CYP20A1"
"RTFDC11",0.000518122793149408,0.163860565009524,0.413,0.261,1,"2","RTFDC1"
"IL11RA",0.000525486900140758,2.39223946812606,0.052,0.011,1,"2","IL11RA"
"DNAJB9",0.000525698435612696,0.645410301335717,0.135,0.057,1,"2","DNAJB9"
"HIST2H2AC",0.000526418954413035,0.190537197467029,0.239,0.127,1,"2","HIST2H2AC"
"SLC9B2",0.000526502597513094,3.29012751628963,0.039,0.006,1,"2","SLC9B2"
"TCP11L2",0.000527941116020485,1.51319719903663,0.071,0.02,1,"2","TCP11L2"
"SHC1",0.000528913861047551,0.403912439503359,0.181,0.087,1,"2","SHC1"
"PELP1",0.00053039257073852,0.374489984958123,0.129,0.053,1,"2","PELP1"
"SLC25A291",0.000530450128312182,1.17141259692033,0.161,0.077,1,"2","SLC25A29"
"SLC45A4",0.000530969614757882,1.8384905256355,0.052,0.011,1,"2","SLC45A4"
"TMEM1601",0.000532084937930602,0.164369976682525,0.484,0.33,1,"2","TMEM160"
"SUGP21",0.000533581693839263,0.954333127406864,0.129,0.054,1,"2","SUGP2"
"PTK2B",0.000536635496860485,0.233436277530854,0.084,0.026,1,"2","PTK2B"
"IGFBP41",0.000540166493590665,1.25296962562352,0.284,0.175,1,"2","IGFBP4"
"RP11-517P14.2",0.000540213488727492,3.06796894074913,0.039,0.006,1,"2","RP11-517P14.2"
"PHC1",0.000541357033226272,0.453150580515017,0.09,0.03,1,"2","PHC1"
"CDC27",0.000542759228645233,0.763425836217309,0.135,0.058,1,"2","CDC27"
"DHX361",0.000543983621922035,0.243629339770989,0.342,0.211,1,"2","DHX36"
"MN1",0.000544910484611631,1.29779499178091,0.052,0.011,1,"2","MN1"
"TMEM2301",0.000546165309785057,0.126163127109861,0.503,0.328,1,"2","TMEM230"
"YIPF31",0.000548014148247421,0.183392717160515,0.426,0.277,1,"2","YIPF3"
"CDK11B",0.000554283222582393,0.821295363463145,0.11,0.042,1,"2","CDK11B"
"INAFM11",0.000555861611223781,0.821744954769753,0.206,0.108,1,"2","INAFM1"
"KPNA3",0.00055761752845656,0.360125470763708,0.187,0.093,1,"2","KPNA3"
"DOK7",0.000557819936526767,1.91048662845654,0.039,0.006,1,"2","DOK7"
"ZNF711",0.000557819936526767,2.70740648910257,0.039,0.006,1,"2","ZNF711"
"WDR66",0.000557819936526767,2.00222956590547,0.039,0.006,1,"2","WDR66"
"PRRG3",0.000558584566265255,1.65908288504678,0.077,0.024,1,"2","PRRG3"
"RPS191",0.000559415453284681,0.130776919522683,0.987,0.972,1,"2","RPS19"
"LRRC42",0.000561309453447972,0.613101669877888,0.187,0.093,1,"2","LRRC42"
"FRY",0.000561404751663388,3.2135265746811,0.039,0.006,1,"2","FRY"
"RIC8B",0.000562089499576655,1.58882618643444,0.052,0.011,1,"2","RIC8B"
"AAMP1",0.000562128329970385,0.250963021872015,0.316,0.192,1,"2","AAMP"
"CCPG11",0.000564500271648678,0.313304773270635,0.329,0.206,1,"2","CCPG1"
"TIGD5",0.000567775084770684,1.01056866920205,0.142,0.062,1,"2","TIGD5"
"CHID11",0.000569270556365708,0.356018010516725,0.335,0.209,1,"2","CHID1"
"HELLS",0.000571027080759651,0.812255497577349,0.071,0.02,1,"2","HELLS"
"SCAP",0.000572221741451321,1.01837882613255,0.142,0.062,1,"2","SCAP"
"DYNC1I1",0.000572288347159046,2.47637159853214,0.039,0.006,1,"2","DYNC1I1"
"PODXL",0.000572288347159046,2.16940397495439,0.039,0.006,1,"2","PODXL"
"MYNN",0.000572590051936413,0.842692197362337,0.135,0.058,1,"2","MYNN"
"ZNF526",0.000573820971007783,1.74377395685226,0.052,0.011,1,"2","ZNF526"
"SLC16A8",0.000575748089972239,1.77763886425295,0.071,0.02,1,"2","SLC16A8"
"PSMD61",0.00057788005327999,0.265222634003447,0.368,0.231,1,"2","PSMD6"
"ZNF182",0.000579771830149505,0.770758187319315,0.052,0.011,1,"2","ZNF182"
"CALR",0.000580198392763067,0.187657169176901,0.71,0.493,1,"2","CALR"
"INO80",0.000581967514233739,0.497116119581411,0.142,0.062,1,"2","INO80"
"DHX29",0.000582390826436241,0.362578278566793,0.277,0.159,1,"2","DHX29"
"RP11-545I5.3",0.000583368152550307,2.44569640379316,0.039,0.006,1,"2","RP11-545I5.3"
"CD1511",0.000586948014132187,0.310944468800152,0.51,0.342,1,"2","CD151"
"SPATA24",0.00058910809443212,2.07606810975153,0.065,0.018,1,"2","SPATA24"
"C11orf57",0.000590522470207951,0.458147242353891,0.174,0.084,1,"2","C11orf57"
"ALG14",0.000590559995236591,0.603597615051561,0.142,0.063,1,"2","ALG14"
"EFCAB1",0.000590865289952673,1.53714179540013,0.039,0.006,1,"2","EFCAB1"
"LYRM91",0.000593199320134335,1.84551137808763,0.129,0.054,1,"2","LYRM9"
"WDR6",0.000594424869586882,0.423098674709683,0.206,0.106,1,"2","WDR6"
"ATF6",0.000594884437076833,0.746143586641746,0.148,0.067,1,"2","ATF6"
"FIP1L1",0.000599458459523308,0.589517976074155,0.194,0.098,1,"2","FIP1L1"
"DYNC1H1",0.000600028083576133,0.19996134077431,0.297,0.173,1,"2","DYNC1H1"
"VPS13C",0.000603267857548206,0.396332942769151,0.245,0.134,1,"2","VPS13C"
"GABRE",0.000606129375457028,1.81160903840137,0.039,0.006,1,"2","GABRE"
"FZD1",0.000607208313079767,0.432583053879589,0.123,0.049,1,"2","FZD1"
"TMEM161B-AS1",0.000608413202396368,0.786468309141109,0.123,0.05,1,"2","TMEM161B-AS1"
"DLG3",0.000611293917197363,0.193279000874703,0.11,0.042,1,"2","DLG3"
"CPNE8",0.000611398617645059,1.12031888363903,0.103,0.038,1,"2","CPNE8"
"GPX71",0.000613806774960167,0.820115595142554,0.142,0.063,1,"2","GPX7"
"FAM200A",0.000614871929324376,1.08112948965739,0.11,0.043,1,"2","FAM200A"
"C11orf54",0.000614894992494464,0.682063764858655,0.168,0.083,1,"2","C11orf54"
"ZSWIM71",0.000615179892536776,0.579079294124885,0.316,0.203,1,"2","ZSWIM7"
"HGSNAT",0.000620359190589407,0.508413145714302,0.148,0.068,1,"2","HGSNAT"
"FLVCR1-AS1",0.000621997764552918,1.36606851016592,0.045,0.009,1,"2","FLVCR1-AS1"
"CCDC25",0.00062271258180185,0.101534317007748,0.316,0.187,1,"2","CCDC25"
"USP1",0.000622903518599664,0.425882722055412,0.219,0.115,1,"2","USP1"
"RP11-254F7.2",0.000623324778610276,2.249666409465,0.065,0.018,1,"2","RP11-254F7.2"
"RERG1",0.000624443457561211,0.546799836324592,0.277,0.165,1,"2","RERG"
"TP73",0.000628267387502503,1.0638236208396,0.123,0.049,1,"2","TP73"
"PPFIA3",0.000633288563524902,0.858872836842677,0.09,0.03,1,"2","PPFIA3"
"PAPPA",0.000636970577698787,2.0141721620025,0.065,0.018,1,"2","PAPPA"
"PCGF2",0.000638256004877495,1.36330662537582,0.123,0.05,1,"2","PCGF2"
"MMP14",0.00064246788635208,0.485898271543419,0.155,0.072,1,"2","MMP14"
"DNAJA21",0.000642526114718021,0.392427300787052,0.335,0.209,1,"2","DNAJA2"
"GORAB",0.000642996235000192,1.50797842146883,0.084,0.028,1,"2","GORAB"
"SPAG9",0.000645593993096759,0.956329605742924,0.155,0.072,1,"2","SPAG9"
"PAXBP1",0.000645714421517955,0.557809222004391,0.11,0.042,1,"2","PAXBP1"
"FAM206A",0.000646285169690448,0.356768555424115,0.077,0.024,1,"2","FAM206A"
"KRBOX4",0.00064802373381332,1.71358914063999,0.097,0.035,1,"2","KRBOX4"
"RMDN2",0.000648086740386769,1.60923153190195,0.065,0.018,1,"2","RMDN2"
"TUBGCP5",0.000650893834164126,1.0836917735941,0.065,0.018,1,"2","TUBGCP5"
"SLCO3A1",0.000652275598835682,0.737504798099727,0.187,0.095,1,"2","SLCO3A1"
"MTM1",0.00065371223188723,0.909042091791826,0.065,0.018,1,"2","MTM1"
"C19orf66",0.000661878532338423,0.519405773224167,0.181,0.088,1,"2","C19orf66"
"MYO1B",0.000674348921994568,0.652772404977972,0.103,0.038,1,"2","MYO1B"
"RBFA",0.000674772278335922,0.367477083971361,0.194,0.101,1,"2","RBFA"
"ERMP11",0.000676495249254669,0.480602245386311,0.277,0.161,1,"2","ERMP1"
"YIPF61",0.000677454534431872,0.614621540730384,0.245,0.141,1,"2","YIPF6"
"KCTD6",0.000686541743884961,0.335832407554249,0.123,0.05,1,"2","KCTD6"
"CTNNB11",0.000697301600144809,0.297032656591254,0.381,0.24,1,"2","CTNNB1"
"C1orf1222",0.000698904315121312,0.324246921728997,0.458,0.303,1,"2","C1orf122"
"HTATSF1",0.0006990635171102,0.28306044966043,0.194,0.096,1,"2","HTATSF1"
"CIART1",0.000700241685527003,0.65170640100921,0.206,0.11,1,"2","CIART"
"UBQLN2",0.000702927209604063,1.40732317617679,0.097,0.035,1,"2","UBQLN2"
"ARFGEF2",0.00070339505785751,0.88278385156597,0.084,0.028,1,"2","ARFGEF2"
"CEP89",0.00070339505785751,1.33652016158855,0.084,0.028,1,"2","CEP89"
"MCUR1",0.00070554254343848,0.128440350515432,0.265,0.148,1,"2","MCUR1"
"ZBTB38",0.000706112739242519,0.524718377808771,0.232,0.126,1,"2","ZBTB38"
"PHF20",0.000708892114201854,0.372241545721332,0.239,0.126,1,"2","PHF20"
"GRAMD3",0.0007121028009886,1.08905506428519,0.097,0.035,1,"2","GRAMD3"
"PPP4R2",0.000715784524828127,0.302730268578717,0.232,0.124,1,"2","PPP4R2"
"ARHGAP18",0.00071994230001199,1.36947060963406,0.103,0.039,1,"2","ARHGAP18"
"RNF43",0.000725472064263342,0.143101201860704,0.11,0.042,1,"2","RNF43"
"RNPC3",0.000725995180690673,0.78375416429451,0.168,0.081,1,"2","RNPC3"
